"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
192 -0.3376221505 -0.3376221505 -0.3376221505 -0.3376221505
226 -0.3359112550 -0.3359112550 -0.3359112550 -0.3359112550
309 -0.3256744625 -0.3256744625 -0.3256744625 -0.3256744625
478 -0.3246734221 -0.3246734221 -0.3246734221 -0.3246734221
489 -0.3221113469 -0.3221113469 -0.3221113469 -0.3221113469
100001 -0.3309905413 -0.3221113469 -0.3309905413 -0.3221113469
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 -0.4872807884 -0.4872807884 -0.4872807884 -0.4872807884
4 -0.4821790754 -0.4821790754 -0.4821790754 -0.4821790754
8 -0.4816493327 -0.4816493327 -0.4816493327 -0.4816493327
9 -0.4772973515 -0.4772973515 -0.4772973515 -0.4772973515
14 -0.4716024324 -0.4716024324 -0.4716024324 -0.4716024324
17 -0.4702441191 -0.4702441191 -0.4702441191 -0.4702441191
34 -0.4629943101 -0.4629943101 -0.4629943101 -0.4629943101
36 -0.4579830862 -0.4579830862 -0.4579830862 -0.4579830862
38 -0.4557251563 -0.4557251563 -0.4557251563 -0.4557251563
40 -0.4514034248 -0.4514034248 -0.4514034248 -0.4514034248
41 -0.4407188435 -0.4407188435 -0.4407188435 -0.4407188435
45 -0.4366657624 -0.4366657624 -0.4366657624 -0.4366657624
48 -0.4323005767 -0.4323005767 -0.4323005767 -0.4323005767
49 -0.4269917007 -0.4269917007 -0.4269917007 -0.4269917007
50 -0.4269833156 -0.4269833156 -0.4269833156 -0.4269833156
54 -0.4250756585 -0.4250756585 -0.4250756585 -0.4250756585
57 -0.4238453683 -0.4238453683 -0.4238453683 -0.4238453683
59 -0.4220424159 -0.4220424159 -0.4220424159 -0.4220424159
63 -0.4217183777 -0.4217183777 -0.4217183777 -0.4217183777
64 -0.4154303254 -0.4154303254 -0.4154303254 -0.4154303254
74 -0.4115516959 -0.4115516959 -0.4115516959 -0.4115516959
83 -0.4092714724 -0.4092714724 -0.4092714724 -0.4092714724
89 -0.4069111422 -0.4069111422 -0.4069111422 -0.4069111422
94 -0.4008700249 -0.4008700249 -0.4008700249 -0.4008700249
98 -0.3994281164 -0.3994281164 -0.3994281164 -0.3994281164
99 -0.3961027589 -0.3961027589 -0.3961027589 -0.3961027589
108 -0.3885817853 -0.3885817853 -0.3885817853 -0.3885817853
110 -0.3871077907 -0.3871077907 -0.3871077907 -0.3871077907
111 -0.3859153606 -0.3859153606 -0.3859153606 -0.3859153606
113 -0.3761949237 -0.3761949237 -0.3761949237 -0.3761949237
119 -0.3714999962 -0.3714999962 -0.3714999962 -0.3714999962
