"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
38 -1021.0000000000 -1021.0000000000 -1021.0000000000 -1021.0000000000
43 -982.0000000000 -982.0000000000 -982.0000000000 -982.0000000000
46 -943.0000000000 -943.0000000000 -943.0000000000 -943.0000000000
47 -914.0000000000 -914.0000000000 -914.0000000000 -914.0000000000
50 -875.0000000000 -875.0000000000 -875.0000000000 -875.0000000000
56 -836.0000000000 -836.0000000000 -836.0000000000 -836.0000000000
57 -797.0000000000 -797.0000000000 -797.0000000000 -797.0000000000
59 -768.0000000000 -768.0000000000 -768.0000000000 -768.0000000000
65 -739.0000000000 -739.0000000000 -739.0000000000 -739.0000000000
67 -700.0000000000 -700.0000000000 -700.0000000000 -700.0000000000
70 -661.0000000000 -661.0000000000 -661.0000000000 -661.0000000000
74 -622.0000000000 -622.0000000000 -622.0000000000 -622.0000000000
76 -593.0000000000 -593.0000000000 -593.0000000000 -593.0000000000
79 -554.0000000000 -554.0000000000 -554.0000000000 -554.0000000000
80 -515.0000000000 -515.0000000000 -515.0000000000 -515.0000000000
87 -486.0000000000 -486.0000000000 -486.0000000000 -486.0000000000
90 -457.0000000000 -457.0000000000 -457.0000000000 -457.0000000000
93 -418.0000000000 -418.0000000000 -418.0000000000 -418.0000000000
95 -389.0000000000 -389.0000000000 -389.0000000000 -389.0000000000
96 -350.0000000000 -350.0000000000 -350.0000000000 -350.0000000000
107 -321.0000000000 -321.0000000000 -321.0000000000 -321.0000000000
112 -292.0000000000 -292.0000000000 -292.0000000000 -292.0000000000
120 -263.0000000000 -263.0000000000 -263.0000000000 -263.0000000000
127 -224.0000000000 -224.0000000000 -224.0000000000 -224.0000000000
128 -205.0000000000 -205.0000000000 -205.0000000000 -205.0000000000
141 -186.0000000000 -186.0000000000 -186.0000000000 -186.0000000000
148 -157.0000000000 -157.0000000000 -157.0000000000 -157.0000000000
152 -148.0000000000 -148.0000000000 -148.0000000000 -148.0000000000
155 -109.0000000000 -109.0000000000 -109.0000000000 -109.0000000000
156 -100.0000000000 -100.0000000000 -100.0000000000 -100.0000000000
190 -81.0000000000 -81.0000000000 -81.0000000000 -81.0000000000
191 -62.0000000000 -62.0000000000 -62.0000000000 -62.0000000000
197 -43.0000000000 -43.0000000000 -43.0000000000 -43.0000000000
203 -24.0000000000 -24.0000000000 -24.0000000000 -24.0000000000
205 -15.0000000000 -15.0000000000 -15.0000000000 -15.0000000000
219 -6.0000000000 -6.0000000000 -6.0000000000 -6.0000000000
222 -5.0000000000 -5.0000000000 -5.0000000000 -5.0000000000
236 -4.0000000000 -4.0000000000 -4.0000000000 -4.0000000000
261 5.0000000000 5.0000000000 5.0000000000 5.0000000000
272 6.0000000000 6.0000000000 6.0000000000 6.0000000000
313 7.0000000000 7.0000000000 7.0000000000 7.0000000000
322 8.0000000000 8.0000000000 8.0000000000 8.0000000000
100001 -21.0000000000 8.0000000000 -21.0000000000 8.0000000000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 -1371.0000000000 -1371.0000000000 -1371.0000000000 -1371.0000000000
2 -1332.0000000000 -1332.0000000000 -1332.0000000000 -1332.0000000000
5 -1293.0000000000 -1293.0000000000 -1293.0000000000 -1293.0000000000
6 -1254.0000000000 -1254.0000000000 -1254.0000000000 -1254.0000000000
7 -1225.0000000000 -1225.0000000000 -1225.0000000000 -1225.0000000000
9 -1186.0000000000 -1186.0000000000 -1186.0000000000 -1186.0000000000
11 -1147.0000000000 -1147.0000000000 -1147.0000000000 -1147.0000000000
13 -1118.0000000000 -1118.0000000000 -1118.0000000000 -1118.0000000000
16 -1089.0000000000 -1089.0000000000 -1089.0000000000 -1089.0000000000
24 -1050.0000000000 -1050.0000000000 -1050.0000000000 -1050.0000000000
29 -1011.0000000000 -1011.0000000000 -1011.0000000000 -1011.0000000000
34 -972.0000000000 -972.0000000000 -972.0000000000 -972.0000000000
35 -933.0000000000 -933.0000000000 -933.0000000000 -933.0000000000
36 -904.0000000000 -904.0000000000 -904.0000000000 -904.0000000000
39 -875.0000000000 -875.0000000000 -875.0000000000 -875.0000000000
40 -836.0000000000 -836.0000000000 -836.0000000000 -836.0000000000
45 -807.0000000000 -807.0000000000 -807.0000000000 -807.0000000000
47 -768.0000000000 -768.0000000000 -768.0000000000 -768.0000000000
49 -729.0000000000 -729.0000000000 -729.0000000000 -729.0000000000
54 -690.0000000000 -690.0000000000 -690.0000000000 -690.0000000000
55 -651.0000000000 -651.0000000000 -651.0000000000 -651.0000000000
59 -612.0000000000 -612.0000000000 -612.0000000000 -612.0000000000
60 -583.0000000000 -583.0000000000 -583.0000000000 -583.0000000000
63 -544.0000000000 -544.0000000000 -544.0000000000 -544.0000000000
64 -505.0000000000 -505.0000000000 -505.0000000000 -505.0000000000
67 -476.0000000000 -476.0000000000 -476.0000000000 -476.0000000000
74 -447.0000000000 -447.0000000000 -447.0000000000 -447.0000000000
75 -408.0000000000 -408.0000000000 -408.0000000000 -408.0000000000
77 -389.0000000000 -389.0000000000 -389.0000000000 -389.0000000000
78 -370.0000000000 -370.0000000000 -370.0000000000 -370.0000000000
79 -351.0000000000 -351.0000000000 -351.0000000000 -351.0000000000
84 -332.0000000000 -332.0000000000 -332.0000000000 -332.0000000000
107 -293.0000000000 -293.0000000000 -293.0000000000 -293.0000000000
131 -254.0000000000 -254.0000000000 -254.0000000000 -254.0000000000
139 -215.0000000000 -215.0000000000 -215.0000000000 -215.0000000000
142 -186.0000000000 -186.0000000000 -186.0000000000 -186.0000000000
146 -157.0000000000 -157.0000000000 -157.0000000000 -157.0000000000
147 -128.0000000000 -128.0000000000 -128.0000000000 -128.0000000000
163 -99.0000000000 -99.0000000000 -99.0000000000 -99.0000000000
183 -80.0000000000 -80.0000000000 -80.0000000000 -80.0000000000
184 -79.0000000000 -79.0000000000 -79.0000000000 -79.0000000000
205 -60.0000000000 -60.0000000000 -60.0000000000 -60.0000000000
212 -41.0000000000 -41.0000000000 -41.0000000000 -41.0000000000
236 -40.0000000000 -40.0000000000 -40.0000000000 -40.0000000000
238 -21.0000000000 -21.0000000000 -21.0000000000 -21.0000000000
249 -2.0000000000 -2.0000000000 -2.0000000000 -2.0000000000
